"Código";"Tipo";"Propósito";"Grupo";"Produto";"Marca";"Unidade";"Código Barra";"Código NCM";"Código de registro na ANVISA";"Lista de Preço";"Comissão Padrão";"Controla Estoque";"Minimo";"Máximo";"Compra";"Fornecedor";"Custo";"Venda";"Estoque";"Validade";"Perfil Tributário";"Forma de arquisição";"Situação tributária";"Alíquota";"CSTICMS";"Origem da mercadoria";"CEST";"NVE";"Data de inclusão"
"313";"Produto";"Apenas consumo interno";"ANTISSÉPTICOS";"CLOREXIDINA 2% 1L";"";"UN";"";"";"";"Não";"";"Sim";"1";"4";"";"";"20,00";"0,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 15:35:43"
"314";"Produto";"Venda e consumo interno";"ANTISSÉPTICOS";"CLOREXIDINA 2% ESCOVA";"";"UN";"";"";"";"Não";"";"Sim";"31";"244";"";"";"3,30";"4,62";"44";"2026-06-30";"";"";"";"";"";"";"";"";"25/04/2024 15:36:27"
"444";"Produto";"Venda e consumo interno";"ANALGÉSICOS";"CLORIDRATO DE PETIDINA AMPOLA";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"7,00";"10,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 10:45:50"
"581";"Produto";"Apenas consumo interno";"LABORATÓRIO";"CMT - SOLUÇÃO 500mL";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"10,00";"0,00";"2";"2025-07-31";"";"";"";"";"";"";"";"";"29/04/2024 16:36:42"
"268";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"COBALZAN 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"300";"2.400";"";"";"0,0270";"0,04";"";"";"";"";"";"";"";"";"";"";"25/04/2024 11:18:56"
"1020";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"COLAGENO DOG DOAÇÃO";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"";"22/11/2024 10:24:14"
"367";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº0";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:06:43"
"368";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº1";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:27:26"
"369";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº2";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:28:16"
"370";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº3";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:29:31"
"371";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº4";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:30:06"
"372";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº5";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"4";"";"";"";"";"";"";"";"";"";"29/04/2024 09:30:45"
"373";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº6";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"14,00";"20,00";"2";"";"";"";"";"";"";"";"";"";"29/04/2024 09:31:22"
"374";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"COLAR ELIZABETANO Nº7";"";"UN";"";"";"";"Sim";"";"Sim";"1";"4";"";"";"14,00";"20,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:31:46"
"44";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"COLESTEROL";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"19,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:36:43"
"580";"Produto";"Apenas consumo interno";"LABORATÓRIO";"COLESTEROL LIQUIFORM";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"220,00";"0,00";"3";"2025-05-31";"";"";"";"";"";"";"";"";"29/04/2024 16:36:03"
"171";"Serviço";"Venda e consumo interno";"Procedimentos";"COLETA DE EXAME EXTERNO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"15,00";"";"";"";"";"";"";"";"";"";"";"04/04/2024 11:30:22"
"346";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"COLETOR DE PERFUROCORTANTE";"";"UN";"";"";"";"Não";"";"Sim";"1";"4";"";"";"8,90";"0,00";"2";"";"";"";"";"";"";"";"";"";"29/04/2024 08:39:27"
"347";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"COLETOR UNIVERSAL";"";"UN";"";"";"";"Não";"";"Sim";"18";"142";"";"";"0,70";"0,00";"17";"2026-05-31";"";"";"";"";"";"";"";"";"29/04/2024 08:40:06"
"874";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA DIGESTIVO";"COLOPEXIA (GRANDE PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"400,00";"";"";"";"";"";"";"";"";"";"";"30/07/2024 08:21:07"
"873";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA DIGESTIVO";"COLOPEXIA (MÉDIO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"350,00";"";"";"";"";"";"";"";"";"";"";"30/07/2024 08:20:39"
"872";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA DIGESTIVO";"COLOPEXIA (PEQUENO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"300,00";"";"";"";"";"";"";"";"";"";"";"30/07/2024 08:20:20"
"287";"Produto";"Venda e consumo interno";"ANTIPARASITÁRIOS";"COLOSSO 100mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"30,00";"42,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 11:44:56"
"288";"Produto";"Venda e consumo interno";"ANTIPARASITÁRIOS";"COLOSSO 1L";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"150,00";"210,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 11:46:15"
"156";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"COLUNA (PORTE GRANDE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"3.000,00";"";"";"";"";"";"";"";"";"";"";"27/03/2024 15:33:31"
"155";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"COLUNA (PORTE MÉDIO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"2.000,00";"";"";"";"";"";"";"";"";"";"";"27/03/2024 15:32:54"
"154";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"COLUNA (PORTE PEQUENO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.500,00";"";"";"";"";"";"";"";"";"";"";"27/03/2024 15:32:21"
"706";"Serviço";"Venda e consumo interno";"COMBOS - LABORATÓRIO DOENÇAS PARASITÁRIAS";"COMBO DIROFILARIOSE (Pesquisa de Microfilárias + Teste imunocromatográfico para Dirofilaria)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"100,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 10:59:25"
"705";"Serviço";"Venda e consumo interno";"COMBOS - LABORATÓRIO DOENÇAS PARASITÁRIAS";"COMBO ERLIQUIOSE (Pesquisa de Hemoparasitas + Teste imunocromatográfico para Ehrlichia)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"100,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 10:58:49"
"704";"Serviço";"Venda e consumo interno";"COMBOS - LABORATÓRIO DOENÇAS PARASITÁRIAS";"COMBO HEMOPARASITOSES (Pesquisa de Hemoparasitas + Trypanosoma +Microfilárias)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"55,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 10:57:12"
"707";"Serviço";"Venda e consumo interno";"COMBOS - LABORATÓRIO DOENÇAS PARASITÁRIAS";"COMBO LEISHMANIOSE (Pesquisa de Leishmania + Teste imunocromatográfico para Leishmania infantum)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"170,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 11:01:02"
"348";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"COMPRESSA CIRÚRGICA 45x45";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"85,00";"0,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 08:41:19"
"841";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS OTOLÓGICAS";"CONCHECTOMIA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"300,00";"";"";"";"";"";"";"";"";"";"";"29/07/2024 11:31:35"
"582";"Produto";"Apenas consumo interno";"LABORATÓRIO";"CONJUNTO DE REATIVOS P/ PROVADE NITRATO";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"70,00";"0,00";"2";"2025-09-30";"";"";"";"";"";"";"";"";"29/04/2024 16:37:19"
"71";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA - BOVINOS/BUBALINOS";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"50,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 16:02:38"
"70";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA - PEQUENOS RUMINANTES";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"80,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 16:02:09"
"734";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA ANIMAIL SELVAGEM";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:17:53"
"1";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA CÃO OU GATO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"90,00";"";"";"";"";"";"";"";"";"";"";"11/09/2023 16:33:34"
"111";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA CARDIOLOGIA";"";"un";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"20/02/2024 11:01:46"
"934";"Serviço";"Venda e consumo interno";"RELATÓRIO";"CONSULTA CARDIOLÓGICA - 9º PERÍODO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"0,00";"";"";"";"";"";"";"";"";"";"";"04/08/2024 02:31:01"
"73";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA CIRÚRGICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"05/02/2024 21:36:47"
"76";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA DERMATOLÓGICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 07:53:30"
"78";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA DIA DO BICHO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"0,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 08:07:04"
"735";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA EQUINOS";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"200,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:18:22"
"655";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA ESPECIALISTA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"19/06/2024 15:53:11"
"736";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA GRANDE RUMINANTES";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"100,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:19:50"
"639";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA NEUROLÓGICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"14/05/2024 10:29:18"
"74";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA OFTALMOLÓGICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 07:52:29"
"75";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA ONDONTOLÓGICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 07:52:52"
"137";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA ORTOPÉDICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"14/03/2024 09:20:26"
"77";"Serviço";"Venda e consumo interno";"Consultas";"CONSULTA PROJETO CESMAC";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"0,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 08:06:39"
"34";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"CONTAGEM DE RETICULÓCITOS";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"35,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:30:06"
"27";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"CONTAGEM PLAQUETÁRIA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"15,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:24:34"
"11";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE DOENÇAS PARASITÁRIAS - EXAME";"COPROCULTURA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"30,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:31:13"
"712";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE MICROBIOLOGIA VETERINÁRIA - EXAME";"COPROCULTURA + ANTIBIOGRAMA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"115,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 14:39:03"
"701";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE DOENÇAS PARASITÁRIAS - EXAME";"COPROCULTURA DE LARVAS / POR AMOSTRA (PRAZO: ATÉ 15 DIAS))";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"30,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 10:43:33"
"677";"Produto";"Apenas consumo interno";"LABORATÓRIO";"CORANTES COLORANTES P/ USO HEMATOLÓGICO 3x500mL";"";"UN";"";"";"";"Não";"";"Sim";"1";"8";"";"";"40,00";"0,00";"2";"2026-03-31";"";"";"";"";"";"";"";"";"24/07/2024 07:59:18"
"778";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE COTOVELO (ABERTA) - (GRANDE PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.800,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:25:58"
"777";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE COTOVELO (ABERTA) - (MÉDIO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.550,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:25:40"
"776";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE COTOVELO (ABERTA) - (PEQUENO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.200,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:25:07"
"781";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE COTOVELO (FECHADA) - (GRANDE PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"800,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:27:21"
"780";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE COTOVELO (FECHADA) - (MÉDIO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"600,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:27:01"
"779";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE COTOVELO (FECHADA) - (PEQUENO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"400,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:26:37"
"773";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE PATELA (GRANDE PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.500,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:22:30"
"772";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE PATELA (MÉDIO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.250,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:22:09"
"771";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE LUXAÇÃO DE PATELA (PEQUENO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.000,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:21:52"
"140";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIA DO GLOBO OCULAR";"CORREÇÃO DE PROLAPSO DE GLÂNDULA DE 3ª PÁLPEBRA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"800,00";"";"";"";"";"";"";"";"";"";"";"15/03/2024 07:33:09"
"775";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE RUPTURA DE LIGAMENTO CRUZADO CRANIAL (MÉDIO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.800,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:23:53"
"774";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"CORREÇÃO DE RUPTURA DE LIGAMENTO CRUZADO CRANIAL (PEQUENO PORTE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.600,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 11:23:33"
"1034";"Serviço";"Venda e consumo interno";"Cirurgias";"CORTE DE BICO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"70,00";"";"";"";"";"";"";"";"";"";"";"06/03/2025 08:15:27"
"45";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"CREATININA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"18,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:37:17"
"583";"Produto";"Apenas consumo interno";"LABORATÓRIO";"CREATININA K";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"54,00";"0,00";"5";"2025-10-31";"";"";"";"";"";"";"";"";"29/04/2024 16:37:56"
"46";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"CREATININA QUINASE (CK)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"28,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:37:51"
"584";"Produto";"Apenas consumo interno";"LABORATÓRIO";"CRONOMETRO DIGITAL";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"40,00";"0,00";"11";"";"";"";"";"";"";"";"";"";"29/04/2024 16:38:23"
"12";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE MICROBIOLOGIA VETERINÁRIA - EXAME";"CULTURA BACTERIANA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"80,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:37:47"
"14";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE MICROBIOLOGIA VETERINÁRIA - EXAME";"CULTURA BACTERIANA + ANTIBIOGRAMA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"110,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:39:58"
"715";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE MICROBIOLOGIA VETERINÁRIA - EXAME";"CULTURA FÚNGICA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"110,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 14:41:58"
"13";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE MICROBIOLOGIA VETERINÁRIA - EXAME";"CULTURA FÚNGICA + EXAME DIRETO DO PÊLO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"150,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:38:20"
"117";"Serviço";"Venda e consumo interno";"Procedimentos";"CURATIVO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"10,00";"";"";"";"";"";"";"";"";"";"";"29/02/2024 14:22:47"
"644";"Serviço";"Venda e consumo interno";"Procedimentos";"CURATIVO (GRANDES ANIMAIS)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"20,00";"";"";"";"";"";"";"";"";"";"";"29/05/2024 13:32:39"
"721";"Serviço";"Venda e consumo interno";"Cirurgias";"DEBRIDAMENTO DE FERIDA (PORTE GRANDE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"300,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 15:48:14"
"720";"Serviço";"Venda e consumo interno";"Cirurgias";"DEBRIDAMENTO DE FERIDA (PORTE MÉDIO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"200,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 15:06:00"
"719";"Serviço";"Venda e consumo interno";"Cirurgias";"DEBRIDAMENTO DE FERIDA (PORTE PEQUENO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"100,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 15:05:37"
"1010";"Produto";"Apenas consumo interno";"LABORATÓRIO";"DERMATOBAC - LAMINOCULTIVOS";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"160,00";"0,00";"10";"2025-03-31";"";"";"";"";"";"";"";"";"05/11/2024 11:09:28"
"724";"Serviço";"Venda e consumo interno";"Cirurgias";"DERMORRAFIA VARIÁVEL A DEPENDER DA EXTENSÃO (PORTE GRANDE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"250,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:01:35"
"723";"Serviço";"Venda e consumo interno";"Cirurgias";"DERMORRAFIA VARIÁVEL A DEPENDER DA EXTENSÃO (PORTE MÉDIO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"200,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:01:12"
"722";"Serviço";"Venda e consumo interno";"Cirurgias";"DERMORRAFIA VARIÁVEL A DEPENDER DA EXTENSÃO (PORTE PEQUENO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"150,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:00:46"
"122";"Serviço";"Venda e consumo interno";"Procedimentos";"DESCARTE (CORPO/KG)";"";"KG";"";"";"";"Sim";"";"Não";"";"";"";"";"";"7,00";"";"";"";"";"";"";"";"";"";"";"29/02/2024 14:26:07"
"47";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"DESIDROGENASE LÁCTICA (LDH)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"18,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:38:33"
"449";"Produto";"Apenas consumo interno";"OUTROS";"DESINFETANTE BIOFOR 1L";"BIOFOR";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"30,00";"0,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 10:56:14"
"885";"Produto";"Apenas consumo interno";"OUTROS";"DESINFETANTE HOSPITALAR 1L )VANCID10/CB-30)";"";"UN";"";"";"";"Não";"";"Sim";"550";"4.400";"";"";"0,0710";"0,00";"2.300";"2026-01-31";"";"";"";"";"";"";"";"";"30/07/2024 11:55:02"
"189";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"DETOMIDINA 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"7";"54";"";"";"2,17";"3,05";"30";"2026-02-28";"";"";"";"";"";"";"";"";"23/04/2024 15:13:01"
"167";"Produto";"Venda e consumo interno";"ANTI-INFLAMATÓRIO";"DEXAMETAZONA AMPOLA";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"2,50";"3,50";"";"";"";"";"";"";"";"";"";"";"04/04/2024 09:21:13"
"179";"Produto";"Venda e consumo interno";"ANTI-INFLAMATÓRIO";"DEXAMETAZONA DOSE 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,08";"0,12";"";"";"";"";"";"";"";"";"";"";"19/04/2024 15:00:51"
"170";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"DEXMEDOMIDINA 0,5% - 1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"9,25";"12,95";"";"";"";"";"";"";"";"";"";"";"04/04/2024 10:11:01"
"585";"Produto";"Apenas consumo interno";"LABORATÓRIO";"DEXTROSE ANIDRO A.R BASE - 500g";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"30,00";"0,00";"3";"2026-11-30";"";"";"";"";"";"";"";"";"29/04/2024 16:39:03"
"986";"Produto";"Venda e consumo interno";"Cirurgias";"DIÁRIA - EQUINO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"50,00";"";"";"";"";"";"";"";"";"";"";"25/09/2024 15:54:59"
